#1:n	2:kx	3:s(n,kx)
28	36	8.64879e-14
28	37	4.34872e-14
28	38	3.09957e-14
28	39	2.82019e-14

29	0	1.03846e-15
29	1	1.82872e-12
29	2	2.95569e-12
29	3	3.71412e-12
29	4	4.42064e-12
29	5	4.79754e-12
29	6	4.56525e-12
29	7	3.80622e-12
29	8	2.82617e-12
29	9	1.90622e-12
29	10	1.1912e-12
29	11	7.53291e-13
29	12	8.06245e-13
29	13	9.98674e-13
29	14	1.21515e-12
29	15	1.40857e-12
29	16	1.67818e-12
29	17	1.99418e-12
29	18	1.47865e-12
29	19	3.96415e-13
29	20	1.04647e-15
29	21	3.96393e-13
29	22	1.47865e-12
29	23	1.99421e-12
29	24	1.67819e-12
29	25	1.40856e-12
29	26	1.2152e-12
29	27	9.98687e-13
29	28	8.06218e-13
29	29	7.5329e-13
29	30	1.19121e-12
29	31	1.90622e-12
29	32	2.82616e-12
29	33	3.80625e-12
29	34	4.56522e-12
29	35	4.79752e-12
29	36	4.42062e-12
29	37	3.71417e-12
29	38	2.95565e-12
29	39	1.82877e-12

30	0	1.37566e-15
30	1	6.13646e-11
30	2	7.18292e-11
30	3	8.65551e-11
30	4	1.04846e-10
30	5	1.29783e-10
30	6	1.71301e-10
30	7	2.4685e-10
30	8	3.74852e-10
30	9	5.65472e-10
30	10	7.80959e-10
30	11	6.31688e-10
30	12	3.9774e-10
30	13	2.24146e-10
30	14	1.17769e-10
30	15	6.18635e-11
30	16	3.5523e-11
30	17	2.18963e-11
30	18	1.19688e-11
30	19	3.03707e-12
30	20	1.09227e-15
30	21	3.03714e-12
30	22	1.19688e-11
30	23	2.18963e-11
30	24	3.5523e-11
30	25	6.18635e-11
30	26	1.17769e-10
30	27	2.24146e-10
30	28	3.9774e-10
30	29	6.31688e-10
30	30	7.80959e-10
30	31	5.65472e-10
30	32	3.74852e-10
30	33	2.4685e-10
30	34	1.71301e-10
30	35	1.29783e-10
30	36	1.04846e-10
30	37	8.65549e-11
30	38	7.18292e-11
30	39	6.13646e-11

31	0	2.59533e-15
31	1	1.92884e-09
31	2	2.9673e-09
31	3	3.18844e-09
31	4	2.98421e-09
31	5	2.63238e-09
31	6	2.26378e-09
31	7	1.91488e-09
31	8	1.5842e-09
31	9	1.26933e-09
31	10	1.01491e-09
31	11	1.22033e-09
31	12	1.59873e-09
31	13	1.89985e-09
31	14	1.92801e-09
31	15	1.63933e-09
31	16	1.17204e-09
31	17	7.22302e-10
31	18	4.90716e-10
31	19	4.70699e-10
31	20	1.23754e-15
31	21	4.70699e-10
31	22	4.90716e-10
31	23	7.22302e-10
31	24	1.17204e-09
31	25	1.63933e-09
31	26	1.92801e-09
31	27	1.89985e-09
31	28	1.59873e-09
31	29	1.22033e-09
31	30	1.01491e-09
31	31	1.26933e-09
31	32	1.5842e-09
31	33	1.91488e-09
31	34	2.26378e-09
31	35	2.63238e-09
31	36	2.98421e-09
31	37	3.18844e-09
31	38	2.9673e-09
31	39	1.92884e-09

32	0	8.47352e-15
32	1	8.50586e-08
32	2	1.04239e-07
32	3	1.32841e-07
32	4	1.68996e-07
32	5	2.11523e-07
32	6	2.59297e-07
32	7	3.11034e-07
32	8	3.65347e-07
32	9	4.20361e-07
32	10	4.62793e-07
32	11	3.64306e-07
32	12	2.52227e-07
32	13	1.73009e-07
32	14	1.16022e-07
32	15	7.19802e-08
32	16	3.91736e-08
32	17	1.83458e-08
32	18	7.47591e-09
32	19	3.17509e-09
32	20	3.05619e-15
32	21	3.17509e-09
32	22	7.47591e-09
32	23	1.83458e-08
32	24	3.91736e-08
32	25	7.19802e-08
32	26	1.16022e-07
32	27	1.73009e-07
32	28	2.52227e-07
32	29	3.64306e-07
32	30	4.62793e-07
32	31	4.20361e-07
32	32	3.65347e-07
32	33	3.11034e-07
32	34	2.59297e-07
32	35	2.11523e-07
32	36	1.68996e-07
32	37	1.32841e-07
32	38	1.04239e-07
32	39	8.50586e-08

33	0	6.4856e-14
33	1	1.69275e-06
33	2	2.63829e-06
33	3	2.86519e-06
33	4	2.67218e-06
33	5	2.28703e-06
33	6	1.84582e-06
33	7	1.42416e-06
33	8	1.05994e-06
33	9	7.67935e-07
33	10	5.60025e-07
33	11	5.56727e-07
33	12	6.24609e-07
33	13	7.19113e-07
33	14	8.64663e-07
33	15	1.09776e-06
33	16	1.43592e-06
33	17	1.80683e-06
33	18	1.94803e-06
33	19	1.36905e-06
33	20	1.53633e-14
33	21	1.36905e-06
33	22	1.94803e-06
33	23	1.80683e-06
33	24	1.43592e-06
33	25	1.09776e-06
33	26	8.64663e-07
33	27	7.19113e-07
33	28	6.24609e-07
33	29	5.56727e-07
33	30	5.60025e-07
33	31	7.67935e-07
33	32	1.05994e-06
33	33	1.42416e-06
33	34	1.84582e-06
33	35	2.28703e-06
33	36	2.67218e-06
33	37	2.86519e-06
33	38	2.63829e-06
33	39	1.69275e-06

34	0	8.62954e-11
34	1	7.2741e-05
34	2	9.01877e-05
34	3	0.000117485
34	4	0.000154364
34	5	0.000201381
34	6	0.000258769
34	7	0.000318735
34	8	0.000293754
34	9	0.000232781
34	10	0.00017696
34	11	0.000130032
34	12	9.26548e-05
34	13	6.42212e-05
34	14	4.34699e-05
34	15	2.88939e-05
34	16	1.90131e-05
34	17	1.25393e-05
34	18	8.51327e-06
34	19	6.45062e-06
34	20	6.75113e-13
34	21	6.45062e-06
34	22	8.51327e-06
34	23	1.25393e-05
34	24	1.90131e-05
34	25	2.88939e-05
34	26	4.34699e-05
34	27	6.42212e-05
34	28	9.26548e-05
34	29	0.000130032
34	30	0.00017696
34	31	0.000232781
34	32	0.000293754
34	33	0.000318735
34	34	0.000258769
34	35	0.000201381
34	36	0.000154364
34	37	0.000117485
34	38	9.01877e-05
34	39	7.2741e-05

35	0	7.88888e-08
35	1	0.0002512
35	2	0.000426231
35	3	0.000509561
35	4	0.000523218
35	5	0.000493163
35	6	0.000439641
35	7	0.000384596
35	8	0.000424655
35	9	0.000515759
35	10	0.0006179
35	11	0.000724995
35	12	0.000830796
35	13	0.000927146
35	14	0.00100309
35	15	0.00104366
35	16	0.00102843
35	17	0.000931227
35	18	0.000725571
35	19	0.000403131
35	20	2.6519e-09
35	21	0.000403131
35	22	0.000725571
35	23	0.000931227
35	24	0.00102843
35	25	0.00104366
35	26	0.00100309
35	27	0.000927146
35	28	0.000830796
35	29	0.000724995
35	30	0.0006179
35	31	0.000515759
35	32	0.000424655
35	33	0.000384596
35	34	0.000439641
35	35	0.000493163
35	36	0.000523218
35	37	0.000509561
35	38	0.000426231
35	39	0.0002512

36	0	6.68314e-05
36	1	0.00990498
36	2	0.0183264
36	3	0.0244919
36	4	0.028382
36	5	0.0303645
36	6	0.0308852
36	7	0.0303253
36	8	0.0289798
36	9	0.0270776
36	10	0.0248066
36	11	0.0223291
36	12	0.019786
36	13	0.0172956
36	14	0.0149519
36	15	0.0128258
36	16	0.0109727
36	17	0.00944114
36	18	0.0082772
36	19	0.00747173
36	20	6.81999e-06
36	21	0.00747173
36	22	0.0082772
36	23	0.00944114
36	24	0.0109727
36	25	0.0128258
36	26	0.0149519
36	27	0.0172956
36	28	0.019786
36	29	0.0223291
36	30	0.0248066
36	31	0.0270776
36	32	0.0289798
36	33	0.0303253
36	34	0.0308852
36	35	0.0303645
36	36	0.028382
36	37	0.0244919
36	38	0.0183264
36	39	0.00990498

37	0	0.0178361
37	1	0.0188463
37	2	0.0217482
37	3	0.0262925
37	4	0.0322933
37	5	0.0396418
37	6	0.0482273
37	7	0.0578721
37	8	0.0682835
37	9	0.0790373
37	10	0.0895868
37	11	0.0992833
37	12	0.107392
37	13	0.113087
37	14	0.115412
37	15	0.113236
37	16	0.105242
37	17	0.0900762
37	18	0.0668663
37	19	0.0362801
37	20	0.00984612
37	21	0.0362801
37	22	0.0668663
37	23	0.0900762
37	24	0.105242
37	25	0.113236
37	26	0.115412
37	27	0.113087
37	28	0.107392
37	29	0.0992833
37	30	0.0895868
37	31	0.0790373
37	32	0.0682835
37	33	0.0578721
37	34	0.0482273
37	35	0.0396418
37	36	0.0322933
37	37	0.0262925
37	38	0.0217482
37	39	0.0188463

38	0	1.92335
38	1	1.9701
38	2	2.1058
38	3	2.31887
38	4	2.59483
38	5	2.91876
38	6	3.27558
38	7	3.64917
38	8	4.0196
38	9	4.32096
38	10	4.1397
38	11	3.77951
38	12	3.40625
38	13	3.04168
38	14	2.6991
38	15	2.38873
38	16	2.11891
38	17	1.8972
38	18	1.73104
38	19	1.62759
38	20	1.5924
38	21	1.62759
38	22	1.73104
38	23	1.8972
38	24	2.11891
38	25	2.38873
38	26	2.6991
38	27	3.04168
38	28	3.40625
38	29	3.77951
38	30	4.1397
38	31	4.32096
38	32	4.0196
38	33	3.64917
38	34	3.27558
38	35	2.91876
38	36	2.59483
38	37	2.31887
38	38	2.1058
38	39	1.9701

39	0	6.02498
39	1	6.00985
39	2	5.96362
39	3	5.88401
39	4	5.76758
39	5	5.61056
39	6	5.40992
39	7	5.1652
39	8	4.88235
39	9	4.61761
39	10	4.78061
39	11	5.07
39	12	5.32781
39	13	5.54392
39	14	5.7185
39	15	5.855
39	16	5.95811
39	17	6.03261
39	18	6.08268
39	19	6.11143
39	20	6.1208
39	21	6.11143
39	22	6.08268
39	23	6.03261
39	24	5.95811
39	25	5.855
39	26	5.7185
39	27	5.54392
39	28	5.32781
39	29	5.07
39	30	4.78061
39	31	4.61761
39	32	4.88235
39	33	5.1652
39	34	5.40992
39	35	5.61056
39	36	5.76758
39	37	5.88401
39	38	5.96362
39	39	6.00985

